servicePointId,readingType,variableId,deviceId,meteringType,readingUtcLocalTime,readingDateSource,readingLocalTime,dstStatus,channel,unitOfMeasure,qualityCodesSystemId,qualityCodesCategorization,qualityCodesIndex,intervalSize,logNumber,version,readingsValue,primarySource,readingsSource,owner,guidFile,estatus,registersNumber,eventsCode,agentId,agentDescription,multiplier,deviceMaster,deviceDescription,deviceStatus,serial,accountNumber,servicePointTimeZone,connectionType,relationStartDate,relationEndDate,deviceType,brand,model
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 11:00:00,2011-03-25 11:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 11:15:00,2011-03-25 11:15:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 11:30:00,2011-03-25 11:30:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 11:45:00,2011-03-25 11:45:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 12:00:00,2011-03-25 12:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 12:15:00,2011-03-25 12:15:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 12:30:00,2011-03-25 12:30:00,,1,74,,,,15,1,Original,2.31,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 12:45:00,2011-03-25 12:45:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-26 01:00:00,2011-03-26 01:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-26 01:15:00,2011-03-26 01:15:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-26 01:30:00,2011-03-26 01:30:00,,1,74,,,,15,1,Original,2.31,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-26 02:00:00,2011-03-26 02:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Communications Elapsed time for pass-through operation (msec),2,MAIN,,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,1482,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,83,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Tamper Alert Config Table Write Warning,2,MAIN,,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,71,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Meter Health Radio Config Error,2,MAIN,,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,72,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Service Voltage Monitoring Max Event,2,MAIN,,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,78,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Service Momentary Outage Count,2,MAIN,,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,6,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,73,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Service Sustained Outage Count,2,MAIN,,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,74,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Service Sustained Outage Duration (secs),2,MAIN,,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,1344,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,75,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
