variableId,servicePointId,readingType,deviceId,meteringType,readingUtcLocalTime,readingDateSource,readingLocalTime,dstStatus,channel,unitOfMeasure,qualityCodesSystemId,qualityCodesCategorization,qualityCodesIndex,intervalSize,logNumber,version,readingsValue,primarySource,readingsSource,owner,guidFile,estatus,registersNumber,eventsCode,agentId,agentDescription,multiplier,deviceMaster,deviceDescription,deviceStatus,serial,accountNumber,servicePointTimeZone,connectionType,relationEndDate,deviceType,brand,model,result_rD,relationStartDate,result_sPV,toStock,lastReadDate
Magnitude11,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-05 17:42:20,2011-05-05 12:42:20,2011-05-05 12:42:20,,,70,,,,,,,-83,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Magnitude4,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-05 17:42:24,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-44,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Tamper Alert Config Table Write Warning,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-16 11:32:37,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,71,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Magnitude8,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-05 17:42:24,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-63,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Service Sustained Outage Count,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-16 11:32:37,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,74,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
kWh Delivered TierB,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:32:00,2011-05-16 06:32:00,2011-05-16 06:32:00,,,74,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Magnitude7,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-05 17:42:24,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-64,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
kWh Delivered TierC,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:32:00,2011-05-16 06:32:00,2011-05-16 06:32:00,,,74,,,,,,,144208,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Reverse energy summary,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,,,,,,70,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Reverse energy summary,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,,,,,,70,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Outage count,RegTest-sdp_id-coll-changed,EVENTS,1,MAIN,2011-05-16 11:32:59,2011-05-16 06:32:59,2011-05-16 06:32:59,,,99,,,,,,,48,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,collector reserved for regression test-changed,ENABLE,12580743,RegTest12345-changed,11,TCP/Ethernet,,Electric meter,Elster,A3 Collector,false,2011-03-15 22:42:42,true,true,2020-07-07T12:22:43.611010Z
Outage count,RegTest-sdp_id-coll-changed,EVENTS,1,MAIN,2011-05-16 11:32:59,2011-05-16 06:32:59,2011-05-16 06:32:59,,,99,,,,,,,48,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,collector reserved for regression test-changed,ENABLE,12580743,RegTest12345-changed,11,TCP/Ethernet,,Electric meter,Elster,A3 Collector,false,2011-03-15 22:42:42,true,true,2020-07-07T12:22:43.611010Z
Magnitude1,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-05 17:42:24,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-24,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Magnitude99,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-04-17 02:48:08,2011-04-16 21:48:08,2011-04-16 21:48:08,,,70,,,,,,,-89,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Service Voltage Monitoring Max Event,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-16 11:32:37,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,78,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Magnitude9,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-05 17:42:24,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-69,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kW Delivered TierB,RegTest-sdp_id-coll-changed,REGISTERS,1,MAIN,2015-05-16 11:32:37,2015-05-16 06:32:37,2015-05-16 06:32:37,,,96,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,collector reserved for regression test-changed,ENABLE,12580743,RegTest12345-changed,11,TCP/Ethernet,,Electric meter,Elster,A3 Collector,false,2011-03-15 22:42:42,true,true,2020-07-07T12:22:43.611010Z
Magnitude5,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-05 17:42:24,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-43,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Demand Reset Count,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:32:00,2011-05-16 06:32:00,2011-05-16 06:32:00,,,99,,,,,,,14,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
Demand Reset Count,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:32:00,2011-05-16 06:32:00,2011-05-16 06:32:00,,,99,,,,,,,16,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
Demand Reset Count,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:40:00,2011-05-16 06:40:00,2011-05-16 06:40:00,,,99,,,,,,,20,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered TierD,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:32:00,2011-05-16 06:32:00,2011-05-16 06:32:00,,,74,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Meter Health Radio Config Error,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-16 11:32:37,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,72,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
kW Delivered Total,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:32:37,2011-05-16 06:32:37,2011-05-16 06:32:37,,,96,,,,,,,92.176,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
kW Delivered Total,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2016-05-16 11:32:00,2016-05-16 06:32:00,2016-05-16 06:32:00,,,96,,,,,,,92.176,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Magnitude2,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-05 17:42:24,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-23,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Service Sustained Outage Duration (secs),RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-16 11:32:37,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,1344,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,75,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
